,movie_title,genres,country,language,imdb_score,actor_1_name
1280,The Reaping ,"Horror, Thriller",USA,English,5.7,Stephen Rea
1281,Mean Streets ,"Crime, Drama, Romance, Thriller",USA,English,7.4,Robert De Niro
1282,Renaissance Man ,"Comedy, Drama",USA,English,6.1,Ed Begley Jr.
1283,Colombiana ,"Action, Crime, Drama, Thriller",France,English,6.4,Jordi Mollà
1284,The Magic Sword: Quest for Camelot ,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Musical",USA,English,6.2,Gary Oldman
1285,City by the Sea ,"Crime, Drama, Mystery, Thriller",USA,English,6.2,Robert De Niro
1286,At First Sight ,"Drama, Romance",USA,English,5.9,Mira Sorvino
1287,Torque ,"Action, Comedy, Crime",USA,English,4.0,Dane Cook
1288,City Hall ,"Drama, Thriller",USA,English,6.2,Al Pacino
1289,Showgirls ,Drama,France,English,4.6,Bobbie Phillips
1290,Marie Antoinette ,"Biography, Drama, History, Romance",USA,English,6.4,Kirsten Dunst
1291,Kiss of Death ,"Action, Crime, Thriller",USA,English,5.9,Nicolas Cage
1292,Get Carter ,"Action, Crime, Drama, Thriller",USA,English,5.1,Sylvester Stallone
1293,The Impossible ,"Drama, Thriller",Spain,English,7.6,Naomi Watts
1294,Ishtar ,"Action, Adventure, Comedy, Music, Thriller",USA,English,4.2,Carol Kane
1295,Fantastic Mr. Fox ,"Adventure, Animation, Comedy, Crime, Family",USA,English,7.8,Bill Murray
1296,Life or Something Like It ,"Comedy, Romance",USA,English,5.8,Angelina Jolie Pitt
1297,Memoirs of an Invisible Man ,"Comedy, Romance, Sci-Fi, Thriller",USA,English,5.9,Richard Epcar
1298,Amélie ,"Comedy, Romance",France,French,8.4,Mathieu Kassovitz
1299,New York Minute ,"Comedy, Crime, Family, Romance",USA,English,4.8,Mary-Kate Olsen
1300,Alfie ,"Comedy, Drama, Romance",UK,English,6.2,Omar Epps
1301,Big Miracle ,"Biography, Drama, Romance",USA,English,6.5,Ted Danson
1302,The Deep End of the Ocean ,Drama,USA,English,6.3,Alexa PenaVega
1303,Feardotcom ,"Crime, Horror, Thriller",UK,English,3.3,Natascha McElhone
1304,Cirque du Freak: The Vampire's Assistant ,"Action, Adventure, Fantasy, Thriller",USA,English,5.9,Josh Hutcherson
1305,Victor Frankenstein ,"Drama, Horror, Sci-Fi, Thriller",USA,English,6.0,Daniel Radcliffe
1306,Duplex ,Comedy,USA,English,5.8,Justin Theroux
1307,Soul Men ,"Comedy, Drama, Music",USA,English,6.5,Bernie Mac
1308,Raise the Titanic ,"Action, Adventure, Drama, Thriller",UK,English,4.7,M. Emmet Walsh
1309,Universal Soldier: The Return ,"Action, Sci-Fi",USA,English,4.1,Michael Jai White
1310,Pandorum ,"Action, Horror, Mystery, Sci-Fi, Thriller",Germany,English,6.8,Norman Reedus
1311,Impostor ,"Drama, Mystery, Sci-Fi, Thriller",USA,English,6.2,Gary Dourdan
1312,Extreme Ops ,"Action, Adventure, Thriller",UK,English,4.5,Rufus Sewell
1313,Just Visiting ,"Comedy, Fantasy, Sci-Fi",France,English,5.8,Bridgette Wilson-Sampras
1314,Sunshine ,"Adventure, Sci-Fi, Thriller",UK,English,7.3,Chris Evans
1315,A Thousand Words ,"Comedy, Drama",USA,English,5.9,John Gatins
1316,Delgo ,"Adventure, Animation, Comedy, Fantasy, Romance",USA,English,4.4,Eric Idle
1317,The Gunman ,"Action, Crime, Drama, Mystery, Thriller",USA,English,5.8,Ray Winstone
1318,Alex Rider: Operation Stormbreaker ,"Action, Adventure, Family, Thriller",Germany,English,5.1,Alex Pettyfer
1319,Disturbia ,"Drama, Mystery, Thriller",USA,English,6.9,Sarah Roemer
1320,Hackers ,"Comedy, Crime, Drama, Thriller",USA,English,6.2,Angelina Jolie Pitt
1321,The Hunting Party ,"Adventure, Comedy, Drama, Romance, Thriller, War",USA,English,6.9,James Brolin
1322,The Hudsucker Proxy ,"Comedy, Fantasy",UK,English,7.3,Jennifer Jason Leigh
1323,The Warlords ,"Action, Drama, History, Romance, War",Hong Kong,Mandarin,7.1,Jet Li
1324,Nomad: The Warrior ,"Drama, History, War",France,Kazakh,6.0,Jay Hernandez
1325,Snowpiercer ,"Action, Drama, Sci-Fi, Thriller",South Korea,English,7.0,Chris Evans
1326,A Monster in Paris ,"Adventure, Animation, Comedy, Fantasy, Music, Romance",France,French,6.8,Adam Goldberg
1327,The Last Shot ,Comedy,USA,English,5.7,Matthew Broderick
1328,The Crow ,"Action, Drama, Fantasy",USA,English,7.6,Michael Wincott
1329,Baahubali: The Beginning ,"Action, Adventure, Drama, Fantasy, War",India,Telugu,8.4,Tamannaah Bhatia
1330,The Time Traveler's Wife ,"Drama, Fantasy, Romance, Sci-Fi",USA,English,7.1,Arliss Howard
1331,Because I Said So ,"Comedy, Romance",USA,English,5.6,Colin Ferguson
1332,The Fast and the Furious ,"Action, Crime, Thriller",USA,English,6.7,Paul Walker
1333,Frankenweenie ,"Animation, Comedy, Family, Horror, Sci-Fi",USA,English,7.0,Martin Landau
1334,Serenity ,"Action, Adventure, Sci-Fi, Thriller",USA,English,8.0,Adam Baldwin
1335,Against the Ropes ,"Biography, Drama, Romance, Sport",USA,English,5.3,Omar Epps
1336,Superman III ,"Action, Comedy, Sci-Fi",UK,English,4.9,Margot Kidder
1337,Grudge Match ,"Comedy, Sport",USA,English,6.4,Robert De Niro
1338,Red Cliff ,"Action, Adventure, Drama, History, War",China,Mandarin,7.4,Takeshi Kaneshiro
1339,Sweet Home Alabama ,"Comedy, Romance",USA,English,6.1,Ethan Embry
1340,The Ugly Truth ,"Comedy, Romance",USA,English,6.5,Gerard Butler
1341,Sgt. Bilko ,Comedy,USA,English,5.7,Austin Pendleton
1342,Spy Kids 2: Island of Lost Dreams ,"Action, Adventure, Comedy, Family, Sci-Fi",USA,English,5.1,Steve Buscemi
1343,Star Trek: Generations ,"Action, Adventure, Mystery, Sci-Fi, Thriller",USA,English,6.6,LeVar Burton
1344,The Grandmaster ,"Action, Biography, Drama",Hong Kong,Mandarin,6.5,Tony Chiu Wai Leung
1345,Water for Elephants ,"Drama, Romance",USA,English,6.9,Robert Pattinson
1346,3rd Rock from the Sun             ,"Comedy, Family, Sci-Fi",USA,English,7.8,Joseph Gordon-Levitt
1347,Dragon Nest: Warriors' Dawn ,"Adventure, Animation, Family, Fantasy",China,English,6.4,Blythe Auffarth
1348,The Hurricane ,"Biography, Drama, Sport",USA,English,7.6,Denzel Washington
1349,Enough ,"Crime, Drama, Thriller",USA,English,5.6,Bill Cobbs
1350,Heartbreakers ,"Comedy, Crime, Romance",USA,English,6.2,Sarah Silverman
1351,Paul Blart: Mall Cop 2 ,"Action, Comedy, Crime",USA,English,4.4,D.B. Woodside
1352,Angel Eyes ,"Drama, Romance",USA,English,5.6,Sonia Braga
1353,Joe Somebody ,"Comedy, Drama",USA,English,5.5,Jim Belushi
1354,The Ninth Gate ,"Mystery, Thriller",Spain,English,6.7,Johnny Depp
1355,Extreme Measures ,"Crime, Drama, Mystery, Thriller",USA,English,6.1,J.K. Simmons
1356,Rock Star ,"Drama, Music",USA,English,6.2,Beth Grant
1357,Precious ,Drama,USA,English,7.3,Mo'Nique
1358,White Squall ,"Adventure, Drama",USA,English,6.6,Jeff Bridges
1359,The Thing ,"Horror, Mystery, Sci-Fi",USA,English,8.2,Wilford Brimley
1360,Riddick ,"Action, Sci-Fi, Thriller",USA,English,6.4,Vin Diesel
1361,Switchback ,"Crime, Mystery, Thriller",USA,English,6.4,Gregory Scott Cummins
1362,Texas Rangers ,"Action, Adventure, Drama, Thriller, Western",USA,English,5.2,Tom Skerritt
1363,City of Ember ,"Adventure, Family, Fantasy, Sci-Fi",USA,English,6.5,Bill Murray
1364,The Master ,Drama,USA,English,7.1,Mike Howard
1365,Virgin Territory ,"Adventure, Comedy, History, Romance",Italy,English,4.8,Hayden Christensen
1366,The Express ,"Biography, Drama, Sport",USA,English,7.3,Dennis Quaid
1367,The 5th Wave ,"Action, Adventure, Sci-Fi, Thriller",USA,English,5.2,Chloë Grace Moretz
1368,Creed ,"Drama, Sport",USA,English,7.7,Sylvester Stallone
1369,The Town ,"Crime, Drama, Thriller",USA,English,7.6,Jeremy Renner
1370,What to Expect When You're Expecting ,"Comedy, Drama, Romance",USA,English,5.7,Anna Kendrick
1371,Burn After Reading ,"Comedy, Drama",USA,English,7.0,J.K. Simmons
1372,Nim's Island ,"Adventure, Comedy, Family, Fantasy",USA,English,6.0,Gerard Butler
1373,Rush ,"Action, Biography, Drama, Sport",UK,English,8.1,Chris Hemsworth
1374,Magnolia ,Drama,USA,English,8.0,Patton Oswalt
1375,Cop Out ,"Action, Comedy, Crime",USA,English,5.6,Bruce Willis
1376,How to Be Single ,"Comedy, Romance",USA,English,6.1,Alison Brie
1377,Dolphin Tale ,"Drama, Family",USA,English,6.9,Morgan Freeman
1378,Twilight ,"Drama, Fantasy, Romance",USA,English,5.2,Kristen Stewart
1379,John Q ,"Crime, Drama, Thriller",USA,English,7.0,Denzel Washington
1380,Blue Streak ,"Action, Comedy, Crime, Thriller",USA,English,6.3,Peter Greene
1381,We're the Millers ,"Comedy, Crime",USA,English,7.0,Laura-Leigh
1382,Obitaemyy ostrov ,"Action, Adventure, Sci-Fi",Russia,Russian,5.3,Yuliya Snigir
1383,Breakdown ,"Action, Crime, Drama, Mystery, Thriller",USA,English,6.9,Kathleen Quinlan
1384,Never Say Never Again ,"Action, Adventure, Thriller",UK,English,6.2,Bernie Casey
1385,Hot Tub Time Machine ,"Comedy, Sci-Fi",USA,English,6.4,Charlie McDermott
1386,Dolphin Tale 2 ,"Drama, Family",USA,English,6.4,Morgan Freeman
1387,Reindeer Games ,"Action, Adventure, Crime, Drama, Family, Fantasy, Romance, Thriller",USA,English,5.7,Charlize Theron
1388,A Man Apart ,"Action, Crime, Drama, Thriller",USA,English,6.1,Vin Diesel
1389,Aloha ,"Comedy, Drama, Romance",USA,English,5.4,Emma Stone
1390,Ghosts of Mississippi ,"Drama, History",USA,English,6.7,Alexa PenaVega
1391,Snow Falling on Cedars ,"Drama, Mystery, Romance, Thriller",USA,English,6.8,Rick Yune
1392,The Rite ,"Drama, Horror, Mystery, Thriller",USA,English,6.0,Anthony Hopkins
1393,Gattaca ,"Drama, Sci-Fi, Thriller",USA,English,7.8,Blair Underwood
1394,Isn't She Great ,"Biography, Comedy, Romance",USA,English,5.3,Stockard Channing
1395,Space Chimps ,"Adventure, Animation, Comedy, Family, Sci-Fi",USA,English,4.5,Cheryl Hines
1396,Head of State ,Comedy,USA,English,5.4,Bernie Mac
1397,The Hangover ,Comedy,USA,English,7.8,Bradley Cooper
1398,Ip Man 3 ,"Action, Biography, Drama, History",Hong Kong,Cantonese,7.2,Mike Tyson
1399,Austin Powers: The Spy Who Shagged Me ,"Action, Adventure, Comedy, Crime",USA,English,6.6,Muse Watson
1400,Batman ,"Action, Adventure",USA,English,7.6,Michael Gough
1401,There Be Dragons ,"Biography, Drama, War",Spain,English,5.9,Jordi Mollà
1402,Lethal Weapon 3 ,"Action, Crime, Thriller",USA,English,6.7,Rene Russo
1403,The Blind Side ,"Biography, Drama, Sport",USA,English,7.7,Catherine Dyer
1404,Rush Hour             ,"Action, Comedy, Crime",USA,English,5.8,Jon Foo
1405,Spy Kids ,"Action, Adventure, Comedy, Family, Sci-Fi",USA,English,5.4,Alexa PenaVega
1406,Horrible Bosses ,"Comedy, Crime",USA,English,6.9,Kevin Spacey
1407,True Grit ,"Adventure, Drama, Western",USA,English,7.7,Matt Damon
1408,The Devil Wears Prada ,"Comedy, Drama, Romance",USA,English,6.8,Meryl Streep
1409,Star Trek: The Motion Picture ,"Adventure, Mystery, Sci-Fi",USA,English,6.4,Leonard Nimoy
1410,Identity Thief ,"Comedy, Crime",USA,English,5.7,Jon Favreau
1411,Cape Fear ,"Crime, Thriller",USA,English,7.3,Robert De Niro
1412,21 ,"Crime, Drama, Thriller",USA,English,6.8,Kevin Spacey
1413,Trainwreck ,"Comedy, Romance",Japan,English,6.3,Amy Schumer
1414,Guess Who ,"Comedy, Romance",USA,English,5.9,Bernie Mac
1415,The English Patient ,"Drama, Romance, War",USA,English,7.4,Colin Firth
1416,L.A. Confidential ,"Crime, Drama, Mystery, Thriller",USA,English,8.3,Kevin Spacey
1417,Sky High ,"Adventure, Comedy, Family, Sci-Fi",USA,English,6.2,Michael Angarano
1418,In & Out ,Comedy,USA,English,6.3,Tom Selleck
1419,Species ,"Action, Horror, Sci-Fi, Thriller",USA,English,5.8,Natasha Henstridge
1420,A Nightmare on Elm Street ,Horror,USA,English,7.5,Johnny Depp
1421,The Cell ,"Horror, Sci-Fi, Thriller",USA,English,6.3,Dylan Baker
1422,The Man in the Iron Mask ,"Action, Adventure",USA,English,6.4,Leonardo DiCaprio
1423,Secretariat ,"Biography, Drama, Family, History, Sport",USA,English,7.2,Scott Glenn
1424,TMNT ,"Action, Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",Hong Kong,English,6.3,Chris Evans
1425,Radio ,"Biography, Drama, Sport",USA,English,6.9,Alfre Woodard
1426,Friends with Benefits ,"Comedy, Romance",USA,English,6.6,Mila Kunis
1427,Neighbors 2: Sorority Rising ,Comedy,USA,English,6.0,Chloë Grace Moretz
1428,Saving Mr. Banks ,"Biography, Comedy, Drama, History, Music",USA,English,7.5,Tom Hanks
1429,Malcolm X ,"Biography, Drama, History, Romance",USA,English,7.7,Denzel Washington
1430,This Is 40 ,Comedy,USA,English,6.2,Charlyne Yi
1431,Old Dogs ,"Comedy, Family",USA,English,5.4,Robin Williams
1432,Underworld: Rise of the Lycans ,"Action, Adventure, Fantasy, Sci-Fi, Thriller",USA,English,6.6,Craig Parker
1433,License to Wed ,"Comedy, Romance",USA,English,5.3,Robin Williams
1434,The Benchwarmers ,"Comedy, Romance, Sport",USA,English,5.6,Jon Lovitz
1435,Must Love Dogs ,"Comedy, Romance",USA,English,5.9,Stockard Channing
1436,Donnie Brasco ,"Biography, Crime, Drama",USA,English,7.8,Johnny Depp
1437,Resident Evil ,"Action, Horror, Sci-Fi",UK,English,6.7,Milla Jovovich
1438,Poltergeist ,"Fantasy, Horror",USA,English,7.4,Heather O'Rourke
1439,The Ladykillers ,"Comedy, Crime, Thriller",USA,English,6.2,J.K. Simmons
1440,Max Payne ,"Action, Crime, Drama, Mystery, Thriller",Canada,English,5.4,Mila Kunis
1441,In Time ,"Action, Sci-Fi, Thriller",USA,English,6.7,Matt Bomer
1442,The Back-up Plan ,"Comedy, Romance",USA,English,5.3,Danneel Ackles
1443,Something Borrowed ,"Comedy, Drama, Romance",USA,English,5.9,Ashley Williams
1444,Hit the Floor             ,"Drama, Romance",USA,English,7.0,Jodi Lyn O'Keefe
1445,Black Knight ,"Adventure, Comedy, Fantasy",USA,English,4.8,Tom Wilkinson
1446,The Bad News Bears ,"Comedy, Drama, Family, Sport",USA,English,7.3,Tatum O'Neal
1447,Street Fighter ,"Action, Adventure, Comedy, Thriller",Japan,English,3.8,Ming-Na Wen
1448,The Pianist ,"Biography, Drama, War",France,English,8.5,Emilia Fox
1449,From Hell ,"Horror, Mystery, Thriller",USA,English,6.8,Johnny Depp
1450,The Nativity Story ,"Drama, Family, Fantasy",USA,English,6.8,Keisha Castle-Hughes
1451,House of Wax ,Horror,Australia,English,5.3,Robert Ri'chard
1452,Closer ,"Drama, Romance",USA,English,7.3,Natalie Portman
1453,J. Edgar ,"Biography, Crime, Drama",USA,English,6.6,Leonardo DiCaprio
1454,Mirrors ,"Horror, Mystery",USA,English,6.2,Jason Flemyng
1455,Queen of the Damned ,"Drama, Fantasy, Horror",USA,English,5.2,Aaliyah
1456,Predator 2 ,"Action, Horror, Sci-Fi",USA,English,6.2,Adam Baldwin
1457,Untraceable ,"Crime, Drama, Thriller",USA,English,6.2,Billy Burke
1458,Blast from the Past ,"Comedy, Drama, Romance, Sci-Fi",USA,English,6.6,Brendan Fraser
1459,Flash Gordon ,"Action, Adventure, Sci-Fi",UK,English,6.4,Brian Blessed
1460,Jersey Girl ,"Comedy, Drama, Romance",USA,English,6.2,Stephen Root
1461,Alex Cross ,"Action, Crime, Mystery, Thriller",USA,English,5.1,Cicely Tyson
1462,Midnight in the Garden of Good and Evil ,"Crime, Drama, Mystery, Thriller",USA,English,6.6,Kevin Spacey
1463,Heist ,"Action, Crime, Thriller",USA,English,6.1,Robert De Niro
1464,Nanny McPhee Returns ,"Comedy, Family, Fantasy",UK,English,6.1,Daniel Mays
1465,Hoffa ,"Biography, Crime, Drama",USA,English,6.6,Frank Whaley
1466,The X Files: I Want to Believe ,"Drama, Mystery, Sci-Fi, Thriller",USA,English,5.9,Mitch Pileggi
1467,Ella Enchanted ,"Comedy, Family, Fantasy, Romance",USA,English,6.3,Anne Hathaway
1468,Concussion ,"Biography, Drama, Sport",UK,English,7.1,Will Smith
1469,Abduction ,"Action, Mystery, Thriller",USA,English,5.0,Ken Arnold
1470,Valiant ,"Adventure, Animation, Comedy, Family, War",UK,English,5.6,Jim Broadbent
1471,Wonder Boys ,"Comedy, Drama",USA,English,7.4,Robert Downey Jr.
1472,Superhero Movie ,"Action, Comedy, Sci-Fi, Thriller",USA,English,4.5,Drake Bell
1473,Broken City ,"Crime, Drama, Thriller",USA,English,6.2,Alona Tal
1474,Cursed ,"Comedy, Horror",USA,English,5.0,Shannon Elizabeth
1475,Premium Rush ,"Action, Crime, Thriller",USA,English,6.5,Joseph Gordon-Levitt
1476,Hot Pursuit ,"Action, Comedy, Crime",USA,English,5.1,Jim Gaffigan
1477,The Four Feathers ,"Adventure, Drama, Romance, War",UK,English,6.5,Djimon Hounsou
1478,Parker ,"Action, Crime, Romance, Thriller",USA,English,6.2,Jason Statham
1479,Wimbledon ,"Comedy, Romance, Sport",UK,English,6.3,Kirsten Dunst
1480,Furry Vengeance ,"Comedy, Family",USA,English,3.8,Brendan Fraser
1481,Bait ,"Action, Horror, Sci-Fi",Australia,English,5.2,Alex Russell
1482,Krull ,"Action, Adventure, Fantasy",UK,English,6.0,Liam Neeson
1483,Lions for Lambs ,"Drama, Thriller, War",USA,English,6.2,Meryl Streep
1484,Flight of the Intruder ,"Action, Drama, Thriller, War",USA,English,5.7,Rosanna Arquette
1485,Walk Hard: The Dewey Cox Story ,"Comedy, Music",USA,English,6.7,Tim Meadows
1486,The Shipping News ,Drama,USA,English,6.8,Kevin Spacey
1487,American Outlaws ,"Action, Western",USA,English,6.0,Gregory Smith
1488,The Young Victoria ,"Biography, Drama, History, Romance",UK,English,7.3,Michiel Huisman
1489,Whiteout ,"Action, Crime, Mystery, Thriller",USA,English,5.5,Tom Skerritt
1490,The Tree of Life ,"Drama, Fantasy",USA,English,6.7,Brad Pitt
1491,Knock Off ,"Action, Comedy, Thriller",Aruba,English,4.8,Paul Sorvino
1492,Sabotage ,"Action, Crime, Drama, Thriller",USA,English,5.7,Mireille Enos
1493,The Order ,"Action, Mystery, Thriller",USA,English,5.1,Heath Ledger
1494,Punisher: War Zone ,"Action, Crime, Drama, Thriller",USA,English,6.0,Julie Benz
1495,Zoom ,"Action, Adventure, Family, Sci-Fi",USA,English,4.2,Kevin Zegers
1496,The Walk ,"Adventure, Biography, Drama, Thriller",USA,English,7.4,Joseph Gordon-Levitt
1497,Warriors of Virtue ,"Action, Adventure, Fantasy",USA,English,4.6,Marley Shelton
1498,A Good Year ,"Comedy, Drama, Romance",USA,English,6.9,Archie Panjabi
1499,Luther             ,"Crime, Drama, Mystery, Thriller",UK,English,8.6,Ruth Wilson
1500,Radio Flyer ,Drama,USA,English,6.9,Adam Baldwin
1501,"Blood In, Blood Out ","Crime, Drama",USA,English,8.0,Delroy Lindo
1502,Smilla's Sense of Snow ,"Action, Drama, Sci-Fi, Thriller",Denmark,English,6.4,Jim Broadbent
1503,Femme Fatale ,"Crime, Drama, Mystery, Thriller",France,English,6.3,Peter Coyote
1504,Lion of the Desert ,"Biography, Drama, History, War",Libya,English,8.4,Oliver Reed
1505,The Horseman on the Roof ,"Adventure, Drama, Romance, War",France,French,7.1,Olivier Martinez
1506,Ride with the Devil ,"Drama, Romance, War, Western",USA,English,6.8,Jeremy W. Auman
1507,Biutiful ,Drama,Mexico,Spanish,7.5,Maricel Álvarez
1508,The Lovers ,"Action, Adventure, Romance, Sci-Fi",Belgium,English,4.5,Tamsin Egerton
1509,Bandidas ,"Action, Comedy, Crime, Western",France,English,5.7,Salma Hayek
1510,Black Water Transit ,"Crime, Drama",USA,English,7.2,Bill Cobbs
1511,The Maze Runner ,"Action, Mystery, Sci-Fi, Thriller",USA,English,6.8,Ki Hong Lee
1512,Unfinished Business ,Comedy,USA,English,5.4,Tom Wilkinson
1513,The Age of Innocence ,"Drama, Romance",USA,English,7.2,Richard E. Grant
1514,The Fountain ,"Drama, Sci-Fi",USA,English,7.3,Hugh Jackman
1515,Chill Factor ,"Action, Adventure, Comedy, Drama, Thriller",USA,English,5.2,David Paymer
1516,Stolen ,"Action, Crime, Drama, Thriller",USA,English,5.5,Nicolas Cage
1517,Ponyo ,"Adventure, Animation, Family, Fantasy",Japan,Japanese,7.7,Rumi Hiiragi
1518,The Longest Ride ,"Drama, Romance",USA,English,7.1,Tiago Riani
1519,The Astronaut's Wife ,"Drama, Sci-Fi, Thriller",USA,English,5.3,Johnny Depp
1520,I Dreamed of Africa ,"Adventure, Drama, Romance",USA,English,5.6,Liam Aiken
1521,Playing for Keeps ,"Comedy, Romance, Sport",USA,English,5.7,Gerard Butler
1522,Mandela: Long Walk to Freedom ,"Biography, Drama, History",UK,English,7.1,Terry Pheto
1523,Reds ,"Biography, Drama, History, Romance",USA,English,7.5,Paul Sorvino
1524,A Few Good Men ,"Drama, Thriller",USA,English,7.6,Tom Cruise
1525,Exit Wounds ,"Action, Comedy, Crime, Drama, Thriller",USA,English,5.5,Michael Jai White
1526,Big Momma's House ,"Action, Comedy, Crime",USA,English,5.1,Nia Long
1527,Thunder and the House of Magic ,"Adventure, Animation, Comedy, Family, Fantasy",Belgium,English,6.3,Kyle Hebert
